character_id,movie_id,character_name,occourences,word_count
203000,100361,normajean,18,181
203001,100361,cap,16,203
203002,100361,fat lou,13,234
203003,100362,amber,114,1820
203004,100362,gladys,58,1776
203005,100362,loretta,50,640
203006,100362,becky,35,791
203007,100362,iris,34,428
203008,100362,annette,33,495
203009,100362,documentarian (o.s.),22,219
203010,100362,harold,18,254
203011,100362,lisa,18,388
203012,100363,ben,409,5751
203013,100363,stanley,135,2240
203014,100363,susan,59,977
203015,100363,melanie,59,1124
203016,100363,stolz,54,1220
203017,100363,viljoen,41,667
203018,100363,de villiers,37,715
203019,100363,suzette,33,527
203020,100363,johan,33,364
203021,100364,groucho,212,7663
203022,100364,chico,101,3496
203023,100364,mrs. teasdale,52,1251
203024,100364,trentino,51,902
203025,100364,bob,25,715
203026,100364,vera,20,352
203027,100364,all,15,250
203028,100364,mrs.  teasdale,8,204
203029,100364,fade out,5,0
203030,100365,lloyd,285,4350
203031,100365,harry,275,3748
203032,100365,mary,68,777
203033,100365,lloyd (cont'd),37,587
203034,100365,andre,32,548
203035,100365,mental,24,567
203036,100365,harry (cont'd),20,396
203037,100365,athletic beauty,13,236
203038,100365,helen,12,255
203039,100366,paul,140,2474
203040,100366,jessica,57,1063
203041,100366,reverend mother,34,703
203042,100366,--,31,590
203043,100366,emperor,31,503
203044,100366,duke leto,30,544
203045,100366,kynes,29,605
203046,100366,gurney,28,511
203047,100366,baron,26,764
203048,100367,intercut: school,15,513
203049,100367,ext: street: day,9,940
203050,100367,ext: forest: night,9,846
203051,100367,intercut: kitchen,9,88
203052,100367,intercut: elliott's room,8,194
203053,100367,intercut: livingroom,7,93
203054,100367,ext: spacecraft: night,4,196
203055,100367,ext: forest: day,4,476
203056,100367,ext: backyard: night,4,358
203057,100368,jerry,195,3572
203058,100368,rachel,135,1791
203059,100368,morgan,72,1134
203060,100368,latesha,54,909
203061,100368,scott,41,868
203062,100368,woman's voice,35,693
203063,100368,callister,25,394
203064,100368,jerry (cont'd),22,470
203065,100368,aria,19,414
203066,100369,anna,123,1654
203067,100369,nikolai,113,2154
203068,100369,semyon,72,1119
203069,100369,kirill,62,1015
203070,100369,nikolai (cont'd),54,1253
203071,100369,helen,51,573
203072,100369,semyon (cont'd),45,933
203073,100369,kirill (cont'd),32,806
203074,100369,stepan,27,472
203075,100370,olive,272,5179
203076,100370,rhiannon,57,788
203077,100370,olive (cont'd),50,1273
203078,100370,brandon,36,478
203079,100370,meerkat todd,29,316
203080,100370,rosemary,28,489
203081,100370,marianne,27,589
203082,100370,mrs. griffin,24,391
203083,100370,olive (v.o.),22,651
203084,100371,ed,380,4762
203085,100371,ray,86,1141
203086,100371,shari,84,765
203087,100371,cynthia,50,875
203088,100371,ed (cont'd),46,881
203089,100371,jeanette,46,441
203090,100371,al,34,389
203091,100371,scharlach,21,250
203092,100371,john,19,217
203093,100372,ed,499,7194
203094,100372,bela,146,2323
203095,100372,dolores,63,788
203096,100372,tor,49,568
203097,100372,kathy,44,367
203098,100372,georgie,39,703
203099,100372,criswell,38,649
203100,100372,vampira,26,338
203101,100372,paul marco,23,272
203102,100373,peg,108,2046
203103,100373,kim,77,582
203104,100373,edward,52,207
203105,100373,jim,48,604
203106,100373,bill,45,698
203107,100373,joyce,25,609
203108,100373,kevin,20,158
203109,100373,helen,15,88
203110,100373,margie,13,127
203111,100374,sam,130,1502
203112,100374,chris,127,1750
203113,100374,mike,98,1548
203114,100374,ashley,65,1033
203115,100374,wade,45,609
203116,100374,gladys,32,460
203117,100374,bret,31,449
203118,100374,joshua,22,620
203119,100374,norman,18,270
203120,100375,domino,74,576
203121,100375,mariachi,64,443
203122,100375,azul,53,265
203123,100375,mean dude #5,36,238
203124,100375,moco,33,150
203125,100375,viejo clerk,12,42
203126,100375,bartender,10,49
203127,100375,assistant,8,37
203128,100375,rat #1,7,59
203129,100376,jim,179,1948
203130,100376,tracy,96,1358
203131,100376,paul,55,867
203132,100376,jim (vo),35,910
203133,100376,tammy,32,204
203134,100376,walt,26,333
203135,100376,jim (vo cont'd),26,635
203136,100376,lisa,22,165
203137,100376,tracy (vo),21,698
203138,100377,treves,257,6358
203139,100377,merrick,140,2615
203140,100377,carr,74,1698
203141,100377,bytes,55,1642
203142,100377,night porter,42,1511
203143,100377,mothershead,40,774
203144,100377,anne,31,342
203145,100377,nora,23,445
203146,100377,kendal,20,388
203147,100378,elizabeth,195,3100
203148,100378,raleigh,126,1756
203149,100378,bess,70,836
203150,100378,walsingham,64,1019
203151,100378,mary,38,519
203152,100378,william,18,222
203153,100378,e,17,138
203154,100378,paulet,17,207
203155,100378,dee,16,316
203156,100379,dean,393,3612
203157,100379,brill,112,1628
203158,100379,stacy,62,507
203159,100379,reynolds,54,423
203160,100379,jerry,35,173
203161,100379,rachel,35,250
203162,100379,hicks,28,245
203163,100379,morelos,25,190
203164,100379,eric,21,92
203165,100380,hana,157,2509
203166,100380,almásy,156,2719
203167,100380,katharine,124,2016
203168,100380,the patient,93,1288
203169,100380,caravaggio,78,1541
203170,100380,kip,56,1163
203171,100380,madox,51,886
203172,100380,clifton,43,543
203173,100380,müller,19,414
203174,100381,slim,180,2434
203175,100381,mitch,90,1544
203176,100381,"""erin""",67,757
203177,100381,ginny,58,749
203178,100381,joe,50,637
203179,100381,phil,30,409
203180,100381,"""queen elizabeth""",24,341
203181,100381,mitch (cont.),18,458
203182,100381,slim's voice,18,219
203183,100382,mac,337,8155
203184,100382,gin,276,4866
203185,100382,mac (o.s.),29,604
203186,100382,cruz,18,446
203187,100382,carlsby,12,204
203188,100382,qiu,9,165
203189,100382,gin (o.s.),8,186
203190,100382,cruz (o.s.),6,43
203191,100382,steward,6,53
203192,100384,genres,1,1
203193,100384,writers,1,1
203194,100385,erin,469,8342
203195,100385,ed,202,3253
203196,100385,george,100,1536
203197,100385,donna,37,738
203198,100385,brenda,21,320
203199,100385,potter,15,198
203200,100385,matthew,14,145
203201,100385,jane,12,159
203202,100385,paulsen,11,185
203203,100386,plissken,115,763
203204,100386,malloy,51,698
203205,100386,cuervo jones,43,519
203206,100386,taslima,32,342
203207,100386,hershe,23,199
203208,100386,utopia,23,203
203209,100386,pipeline,23,283
203210,100386,spinal,21,127
203211,100386,pendejo bob,18,285
203212,100387,snake,108,1101
203213,100387,hauk,78,1202
203214,100387,brain,66,993
203215,100387,cabbie,38,605
203216,100387,maggie,26,220
203217,100387,rehme,23,340
203218,100387,president,22,269
203219,100387,duke,17,316
203220,100387,weirdo,15,110
203221,100388,joel,310,3072
203222,100388,clementine,239,3698
203223,100388,mary,86,1184
203224,100388,stan,68,647
203225,100388,mierzwiak,59,885
203226,100388,clementine (cont'd),44,789
203227,100388,voice-over,41,1078
203228,100388,patrick,41,528
203229,100388,naomi,23,189
203230,100389,sissy,93,1892
203231,100389,jelly,40,1896
203232,100389,the countess,40,1971
203233,100389,chink,30,1845
203234,100389,julian,19,345
203235,100389,delores,17,1108
203236,100389,miss adrian,15,654
203237,100389,madame zoe,12,563
203238,100389,man,9,79
203239,100390,miller,231,3416
203240,100390,weir,135,2243
203241,100390,starck,104,1353
203242,100390,peters,82,1091
203243,100390,smith,59,659
203244,100390,cooper,51,517
203245,100390,dj,42,545
203246,100390,justin,33,388
203247,100390,miller (o.s.),21,226
203248,100391,scott,1,16
203249,100391,writers,1,1
203250,100391,10/13/79,1,0
203251,100391,genres,1,1
203252,100392,ash,47,568
203253,100392,annie,47,513
203254,100392,jake,37,331
203255,100392,ed,15,259
203256,100392,henrietta,13,72
203257,100392,narrator (v.o.),11,369
203258,100392,bobby joe,10,161
203259,100392,professor knowby,7,105
203260,100392,raymond,6,230
203261,100393,caleb,272,2387
203262,100393,nathan,151,2444
203263,100393,ava,126,1212
203264,100393,nathan (cont'd),99,2071
203265,100393,caleb (cont'd),42,729
203266,100393,ava (cont'd),30,499
203267,100393,cut,14,0
203268,100393,jay,13,129
203269,100393,automated voice,9,361
203270,100394,arthur,154,3589
203271,100394,merlin,113,3390
203272,100394,lancelot,54,1569
203273,100394,morgana,45,1162
203274,100394,guenevere,40,817
203275,100394,perceval,39,1132
203276,100394,uther,33,704
203277,100394,sir ector,17,567
203278,100394,igrayne,14,378
203279,100396,genres,1,1
203280,100396,writers,1,1
203281,100397,joel,336,4258
203282,100397,dean,94,1375
203283,100397,suzie,69,633
203284,100397,brad,45,622
203285,100397,brian,44,880
203286,100397,cindy,43,500
203287,100397,nathan,41,798
203288,100397,step,41,505
203289,100397,mary,23,407
203290,100399,frank,487,6990
203291,100399,jack,415,3380
203292,100399,susie,203,2311
203293,100399,nina,33,521
203294,100399,woman,24,259
203295,100399,mrs.  baker,23,343
203296,100399,mrs. baker,21,270
203297,100399,donna,15,136
203298,100399,dr. beasley,11,132
203299,100400,archer,184,3429
203300,100400,castor,158,3518
203301,100400,eve,91,1315
203302,100400,pollux,30,625
203303,100400,sasha,25,613
203304,100400,wanda,20,265
203305,100400,tito,20,497
203306,100400,walton,19,634
203307,100400,jamie,19,336
203308,100401,valerie,215,3513
203309,100401,joe,84,1565
203310,100401,joe wilson,58,1072
203311,100401,sawsan,25,459
203312,100401,mike,22,334
203313,100401,bill,22,431
203314,100401,libby,21,500
203315,100401,sa'ad,18,245
203316,100401,paul,16,276
203317,100402,jack,376,6107
203318,100402,kate,158,2401
203319,100402,jack (contd),102,2510
203320,100402,cash,47,833
203321,100402,kate (contd),43,1083
203322,100402,annie,32,449
203323,100402,arnie,29,605
203324,100402,alan,25,343
203325,100402,lassiter,20,271
203326,100403,reed,157,2605
203327,100403,sue,127,2403
203328,100403,ben,110,1858
203329,100403,victor,101,2204
203330,100403,johnny,88,1845
203331,100403,doom,20,728
203332,100403,victor (cont'd),19,523
203333,100403,ben (cont'd),18,638
203334,100403,leonard,18,348
203335,100404,fox,258,5028
203336,100404,mrs. fox,57,544
203337,100404,ash,54,973
203338,100404,kylie,51,453
203339,100404,badger,30,327
203340,100404,bean,26,641
203341,100404,kristofferson,20,362
203342,100404,rat,17,577
203343,100404,(hesitates),12,119
203344,100405,marge,214,2166
203345,100405,jerry,176,1920
203346,100405,carl,98,1669
203347,100405,voice,59,593
203348,100405,wade,50,522
203349,100405,mike,31,366
203350,100405,lou,28,222
203351,100405,norm,28,191
203352,100405,man,20,401
203353,100406,stacy,187,2038
203354,100406,brad,92,1195
203355,100406,damone,90,1246
203356,100406,linda,79,976
203357,100406,the rat,79,1175
203358,100406,spicoli,67,1142
203359,100406,mr. hand,33,578
203360,100406,spicoli (cont'd),19,357
203361,100406,mr. hand (cont'd),19,580
203362,100407,ned,309,6367
203363,100407,lola,106,2165
203364,100407,lana,100,1779
203365,100407,laura,81,1555
203366,100407,frank,38,713
203367,100407,arch,23,525
203368,100407,mrs. shady,21,569
203369,100407,ned (v.o.),14,455
203370,100407,judge skanky,14,224
203371,100408,hazel,374,4323
203372,100408,gus,273,3951
203373,100408,frannie,80,1000
203374,100408,hazel (v.o.),62,1573
203375,100408,isaac,55,799
203376,100408,van houten,53,786
203377,100408,(beat),43,654
203378,100408,michael,36,368
203379,100408,lidewij,19,253
203380,100409,duke,234,4574
203381,100409,gonzo,199,3958
203382,100409,duke (v/o),115,3923
203383,100409,da,20,218
203384,100409,clerk,14,236
203385,100409,maid,14,141
203386,100409,lacerda,9,182
203387,100409,highway patrolman,9,154
203388,100409,waitress,8,96
203389,100410,heroine,161,2578
203390,100410,bozo,108,1914
203391,100410,boss man,53,586
203392,100410,bartender,50,520
203393,100410,coach,43,835
203394,100410,adulterer,41,611
203395,100410,tuffy,37,411
203396,100410,roadie,36,438
203397,100410,trampy,26,390
203398,100411,ferris,257,5639
203399,100411,cameron,127,1409
203400,100411,sloane,101,1040
203401,100411,jeanie,64,1001
203402,100411,rooney,40,592
203403,100411,joyce,32,470
203404,100411,ferris' voice,25,369
203405,100411,boy,23,184
203406,100411,secretary,20,242
203407,100412,ray,378,4976
203408,100412,annie,144,1537
203409,100412,mann,141,1705
203410,100412,shoeless joe,44,568
203411,100412,mark,41,611
203412,100412,karin,29,407
203413,100412,doc graham,28,772
203414,100412,ray (v.o.),15,384
203415,100412,archie,12,157
203416,100413,korben,244,3859
203417,100413,cornelius,99,1551
203418,100413,zorg,67,1236
203419,100413,loc rhod,51,1203
203420,100413,leeloo,48,503
203421,100413,president,48,578
203422,100413,munro,36,633
203423,100413,professor,24,467
203424,100413,mactilburgh,16,341
203425,100414,jack,438,4875
203426,100414,tyler,301,5347
203427,100414,jack (v.o.),188,3872
203428,100414,marla,125,1636
203429,100414,bob,18,307
203430,100414,leader,18,345
203431,100414,boss,15,235
203432,100414,lou,12,189
203433,100414,ricky,10,101
203434,100415,micky,187,2316
203435,100415,dicky,182,4092
203436,100415,alice,102,1287
203437,100415,charlene,94,1051
203438,100415,mickey o'keefe,27,558
203439,100415,george,12,184
203440,100415,lou gold,11,121
203441,100415,(on phone),8,108
203442,100415,laurie,8,56
203443,100416,alex,166,3580
203444,100416,clear,90,1881
203445,100416,carter,40,744
203446,100416,ms. lewton,27,619
203447,100416,tod,26,652
203448,100416,billy,22,407
203449,100416,weine,18,277
203450,100416,mr. bludworth,14,558
203451,100416,wider,14,417
203452,100417,kimberly,140,2663
203453,100417,thomas,89,1588
203454,100417,clear,83,1784
203455,100417,kat,29,551
203456,100417,rory,29,678
203457,100417,nora,23,423
203458,100417,eugene,21,370
203459,100417,isabella,14,310
203460,100417,mr. burroughs,14,280
203461,100418,marlin,366,3199
203462,100418,dory,245,1735
203463,100418,nemo,156,648
203464,100418,gill,90,719
203465,100418,bloat,43,249
203466,100418,peach,40,280
203467,100418,gurgle,39,193
203468,100418,bruce,37,274
203469,100418,nigel,35,381
203470,100419,bobby,247,1730
203471,100419,rayette,93,972
203472,100419,tita,83,675
203473,100419,catherine,65,651
203474,100419,bobby (cont'd),40,472
203475,100419,carl,32,309
203476,100419,palm,31,550
203477,100419,elton,26,279
203478,100419,rayette (cont'd),21,195
203479,100420,flash,91,1288
203480,100420,dale,56,820
203481,100420,zarkov,49,872
203482,100420,aura,46,762
203483,100420,ming,35,829
203484,100420,barin,34,572
203485,100420,vultan,20,221
203486,100420,flash's voice,20,264
203487,100420,klytus,15,179
203488,100421,(v.o.),4,35
203489,100421,(o.s.),2,16
203490,100421,fred dorfman,1,4
203491,100421,"h. rosenblatt, m.d.",1,3
203492,100421,writers,1,1
203493,100421,alan greisman,1,2
203494,100421,v/p,1,2
203495,100421,genres,1,1
203496,100422,whip,319,5000
