character_id,movie_id,character_name,occourences,word_count
205000,100604,beverly,81,1047
205001,100604,eddie,79,923
205002,100604,ben,58,888
205003,100604,mike,52,810
205004,100604,stan,38,331
205005,100604,travis,32,752
205006,100604,leroy,22,405
205007,100605,genres,1,1
205008,100605,writers,1,1
205009,100606,genres,1,1
205010,100606,writers,1,1
205011,100607,george,582,9598
205012,100607,mary,130,1662
205013,100607,close shot,96,2156
205014,100607,clarence,79,1231
205015,100607,uncle billy,67,1170
205016,100607,potter,60,1574
205017,100607,joseph's voice,44,577
205018,100607,ernie,31,459
205019,100607,violet,30,293
205020,100608,jane,383,4732
205021,100608,jake,222,2801
205022,100608,adam,119,1463
205023,100608,harley,43,582
205024,100608,lauren,37,361
205025,100608,gabby,30,341
205026,100608,luke,25,255
205027,100608,agness,17,147
205028,100608,diane,14,183
205029,100609,charlie,161,2436
205030,100609,stella,92,1234
205031,100609,lyle,65,967
205032,100609,handsome rob,55,673
205033,100609,steve,53,926
205034,100609,half-ear,40,511
205035,100609,john bridger,24,375
205036,100609,mashkov,21,439
205037,100609,yevhen,18,453
205038,100610,starks,295,3118
205039,100610,jackie,108,1169
205040,100610,lorenson,92,1116
205041,100610,becker,83,1079
205042,100610,waitress,45,577
205043,100610,mackenzie,26,634
205044,100610,dr. gries,17,203
205045,100610,damon,14,180
205046,100610,dr. lorenson,11,71
205047,100611,jackie,371,4211
205048,100611,ordell,291,4416
205049,100611,max,262,2557
205050,100611,louis,134,893
205051,100611,melanie,84,764
205052,100611,nicolet,75,941
205053,100611,dargus,40,669
205054,100611,ordell (cont'd),34,865
205055,100611,beaumont,26,238
205056,100612,jacob,418,7219
205057,100612,jezzie,167,3551
205058,100612,michael,48,2505
205059,100612,paul,39,1125
205060,100612,louis,39,809
205061,100612,stern,26,717
205062,100612,rod,24,381
205063,100612,voice,20,581
205064,100612,geary,19,510
205065,100614,jane,346,4643
205066,100614,rochester,199,3437
205067,100614,st john,81,1616
205068,100614,rochester (cont'd),60,1588
205069,100614,mrs fairfax,54,1164
205070,100614,jane (cont'd),22,455
205071,100614,mrs reed,21,376
205072,100614,diana,20,237
205073,100614,helen,20,350
205074,100615,rizzo,141,1564
205075,100615,yllo,121,1760
205076,100615,delongpre,102,1122
205077,100615,boeman,91,1192
205078,100615,thorgan,82,823
205079,100615,kay-em 14,74,1052
205080,100615,brodski,64,785
205081,100615,janessa,57,688
205082,100615,kkinsa,32,328
205083,100616,brody,193,2825
205084,100616,quint,143,4436
205085,100616,hooper,131,3023
205086,100616,vaughn,45,1035
205087,100616,ellen,43,657
205088,100616,meadows,13,268
205089,100616,denherder,11,329
205090,100616,hendricks,11,195
205091,100616,cassidy,8,88
205092,100617,brody,262,3549
205093,100617,mike,83,659
205094,100617,ellen,80,878
205095,100617,andy,74,879
205096,100617,hendricks,56,741
205097,100617,jackie,51,496
205098,100617,vaughn,49,1011
205099,100617,doug,42,412
205100,100617,sean,40,289
205101,100618,jay,273,5913
205102,100618,justice,85,1103
205103,100618,willenholly,68,1361
205104,100618,sissy,53,946
205105,100618,holden,26,966
205106,100618,chrissy,25,426
205107,100618,banky,20,392
205108,100618,randal,15,231
205109,100618,guy,15,374
205110,100619,berlin,334,9243
205111,100619,ross,144,3231
205112,100619,helena,75,1506
205113,100619,citrine,37,1282
205114,100619,margie,33,774
205115,100619,taylor,24,848
205116,100619,blattis,16,287
205117,100619,travis,15,187
205118,100619,serato,12,240
205119,100620,needy,197,2347
205120,100620,jennifer,147,2531
205121,100620,chip,115,1154
205122,100620,jennifer (cont'd),29,470
205123,100620,nikolai,26,341
205124,100620,needy v.o.,26,1021
205125,100620,needy (cont'd),17,477
205126,100620,toni,15,215
205127,100620,colin,13,142
205128,100621,jerry,358,4078
205129,100621,dorothy,160,1887
205130,100621,tidwell,115,1486
205131,100621,avery,38,615
205132,100621,sugar,34,509
205133,100621,marcee,32,449
205134,100621,laurel,29,352
205135,100621,ray,25,120
205136,100621,jerry's voice,25,449
205137,100622,michel dollé,257,4814
205138,100622,paulette,186,2403
205139,100622,berthe dollé,64,957
205140,100622,raymond dollé,49,885
205141,100622,le curé,33,674
205142,100622,francis gouard,27,437
205143,100622,georges dollé,20,376
205144,100622,un gendarme,12,110
205145,100622,renée dollé,10,164
205146,100623,jim,337,11572
205147,100623,lou,89,2217
205148,100623,jim (v.o.),69,4495
205149,100623,bill,61,1319
205150,100623,ferrie,57,1992
205151,100623,liz,53,1172
205152,100623,susie,35,1709
205153,100623,x,28,3106
205154,100623,shaw,28,549
205155,100624,jimmy (o.c.),242,2231
205156,100624,judy,175,1487
205157,100624,judy (o.c.),143,921
205158,100624,jimmy,130,1329
205159,100624,dinko,22,390
205160,100624,uncle rodney,21,442
205161,100624,prostitute,15,139
205162,100624,buddy (o.c.),14,135
205163,100624,dr. walters,13,125
205164,100625,genres,1,1
205165,100625,writers,1,1
205166,100626,john,119,1291
205167,100626,fade to:,29,0
205168,100626,viggo,27,415
205169,100626,iosef,24,232
205170,100626,john (cont'd),21,315
205171,100626,aurelio,18,159
205172,100626,manager,16,146
205173,100626,viggo (cont'd),15,400
205174,100626,waitress,13,102
205175,100627,joker,255,4572
205176,100627,sophie,47,928
205177,100627,murray franklin,32,878
205178,100627,mom,32,595
205179,100627,randall,26,559
205180,100627,social worker,24,425
205181,100627,det. garrity,12,272
205182,100627,thomas wayne,11,257
205183,100627,clerk,11,342
205184,100628,dredd,101,1065
205185,100628,hershey,64,771
205186,100628,rico,60,1027
205187,100628,griffin,49,781
205188,100628,fergie,46,674
205189,100628,(x),36,224
205190,100628,central,31,521
205191,100628,fargo,23,420
205192,100628,dredd(cont'd),20,388
205193,100629,juno,314,5176
205194,100629,mark,123,1627
205195,100629,vanessa,82,1020
205196,100629,bleeker,69,808
205197,100629,leah,58,784
205198,100629,mac,47,749
205199,100629,bren,37,630
205200,100629,juno (v.o.),30,913
205201,100629,ultrasound tech,11,93
205202,100630,grant,139,3420
205203,100630,hammond,97,2935
205204,100630,ellie,76,1661
205205,100630,lex,76,1818
205206,100630,timmy,53,1397
205207,100630,muldoon,51,1282
205208,100630,arnold,50,953
205209,100630,wu,41,856
205210,100630,gennaro,28,650
205211,100631,grant,119,2455
205212,100631,paul,92,1578
205213,100631,amanda,77,1382
205214,100631,billy,46,893
205215,100631,eric,41,539
205216,100631,ellie,19,259
205217,100631,udesky,17,327
205218,100631,grant (cont'd),15,305
205219,100631,charlie,6,89
205220,100632,malcolm,134,2752
205221,100632,roland,83,1954
205222,100632,sarah,76,2032
205223,100632,nick,58,1163
205224,100632,ludlow,48,1497
205225,100632,kelly,31,402
205226,100632,juttson,23,315
205227,100632,eddie,20,468
205228,100632,hammond,13,516
205229,100633,kafka,249,4261
205230,100633,gabriela,81,1798
205231,100633,cut:,75,0
205232,100633,bizzlebek,30,496
205233,100633,murnau,27,1136
205234,100633,inspector,25,412
205235,100633,oskar,25,462
205236,100633,chief clerk,22,523
205237,100633,ludwig,21,271
205238,100634,early,203,4761
205239,100634,brian,158,2944
205240,100634,carrie,127,2510
205241,100634,adele,106,2179
205242,100634,omitted,25,178
205243,100634,parole officer,17,338
205244,100634,int. lincoln,16,286
205245,100634,attendant,10,115
205246,100634,new angle,10,162
205247,100636,telly,173,2401
205248,100636,casper,159,2527
205249,100636,jennie,78,648
205250,100636,ruby,63,859
205251,100636,taxi driver,28,762
205252,100636,darcy,26,157
205253,100636,linda,23,197
205254,100636,susan,22,221
205255,100636,harold,21,253
205256,100637,jules,192,2200
205257,100637,paul,182,1999
205258,100637,nic,170,2374
205259,100637,laser,98,878
205260,100637,joni,98,1216
205261,100637,tanya,21,161
205262,100637,nic (cont'd),19,330
205263,100637,sasha,17,207
205264,100637,paul (cont'd),16,210
205265,100639,allen,170,1591
205266,100639,lucien,154,2433
205267,100639,jack,48,609
205268,100639,david,48,806
205269,100639,bill,33,404
205270,100639,naomi,22,321
205271,100639,allen (v.o.),21,420
205272,100639,edie,16,191
205273,100639,louis,16,280
205274,100640,eric,270,5333
205275,100640,zed,187,1778
205276,100640,oliver,62,994
205277,100640,zoey,62,1152
205278,100640,claude,47,598
205279,100640,jean,27,582
205280,100640,ricardo,23,616
205281,100640,cab driver,19,288
205282,100640,bank manager,11,138
205283,100641,denham,135,1687
205284,100641,jack,73,430
205285,100641,ann,72,616
205286,100641,englehorn,51,384
205287,100641,hayes,48,420
205288,100641,preston,30,321
205289,100641,jimmy,25,177
205290,100641,bruce,16,163
205291,100641,a,15,294
205292,100642,pupkin,428,7596
205293,100642,rita,184,2389
205294,100642,langford,79,1167
205295,100642,marsha,67,850
205296,100642,patten,37,589
205297,100642,cathy long,35,415
205298,100642,young man,35,418
205299,100642,receptionist,23,245
205300,100642,thomas,16,282
205301,100643,bertie,323,3586
205302,100643,lionel,305,3315
205303,100643,cosmo lang,62,964
205304,100643,winston churchill,57,885
205305,100643,elizabeth,55,769
205306,100643,myrtle,43,504
205307,100643,david,41,471
205308,100643,lionel (cont'd),28,495
205309,100643,bertie (cont'd),21,646
205310,100644,ronald fleury,173,2677
205311,100644,fleury,60,851
205312,100644,grant sykes,42,865
205313,100644,janet mayes,40,810
205314,100644,adam leavitt,36,390
205315,100644,sergeant haytham,19,333
205316,100644,director grace,18,287
205317,100644,damon schmidt,14,302
205318,100644,elaine flowers,14,130
205319,100646,klute,203,2648
205320,100646,bree,197,3337
205321,100646,cable,45,699
205322,100646,bree (cont'd),42,899
205323,100646,trask,32,774
205324,100646,ross,22,305
205325,100646,klute (cont'd),18,443
205326,100646,frank,14,427
205327,100646,arlyn,9,146
205328,100647,alison,513,3936
205329,100647,ben,510,5981
205330,100647,debbie,187,1780
205331,100647,pete,148,1403
205332,100647,jason,75,660
205333,100647,jonah,58,575
205334,100647,jay,53,411
205335,100647,dr. kuni,37,518
205336,100647,martin,31,247
205337,100648,ted,329,6005
205338,100648,billy,105,998
205339,100648,joanna,76,1628
205340,100648,shaunessy,56,941
205341,100648,thelma,54,1052
205342,100648,on ted,51,1063
205343,100648,wide shot,47,1402
205344,100648,o'connor,41,930
205345,100648,gressen,40,473
205346,100649,tenzin gyatso,208,3418
205347,100649,lord chamberlain,43,881
205348,100649,norbu thundrup,31,585
205349,100649,mother,30,549
205350,100649,lhamo,21,144
205351,100649,father,16,124
205352,100649,general chiang,15,236
205353,100649,kashag member,15,229
205354,100649,taktra rinpoche,13,237
205355,100650,po,169,1422
205356,100650,shifu,133,1210
205357,100650,po (cont'd),58,456
205358,100650,oogway,34,320
205359,100650,shifu (cont'd),28,299
205360,100650,tigress,27,242
205361,100650,po's dad,26,294
205362,100650,zeng,23,125
205363,100650,tai lung,21,196
205364,100651,exley,230,3455
205365,100651,bud,172,1960
205366,100651,jack,109,1517
205367,100651,dudley,104,2264
205368,100651,lynn,77,1349
205369,100651,hudgeons,54,1098
205370,100651,patchett,26,430
205371,100651,stompanato,20,311
205372,100651,chief,20,552
205373,100652,mia,188,2773
205374,100652,sebastian,186,2099
205375,100652,laura,32,460
205376,100652,sebastian (cont'd),28,808
205377,100652,mia (cont'd),28,628
205378,100652,keith,14,284
205379,100652,laura (cont'd),8,149
205380,100652,tracy,7,220
205381,100652,boss,6,104
205382,100653,maurice,259,4755
205383,100653,kris,67,901
205384,100653,ellen,61,1160
205385,100653,adelle,56,1491
205386,100653,hansen,19,212
205387,100653,emory,18,349
205388,100653,gerald,14,273
205389,100653,father,13,199
205390,100653,tandy,13,173
205391,100654,another angle,57,5232
205392,100654,...,4,519
205393,100654,=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-,2,0
205394,100654,dog.,1,0
205395,100654,fairy.,1,145
205396,100654,7aint: upstairs hallway,1,63
205397,100654,sarah's pov,1,86
205398,100654,the book,1,101
205399,100654,writers,1,1
205400,100655,dorr,215,6331
205401,100655,mrs. munson,168,2698
205402,100655,pancake,125,2309
205403,100655,gawain,83,1444
205404,100655,sheriff wyner,39,203
205405,100655,lump,36,373
205406,100655,preacher,18,352
205407,100655,director,18,309
205408,100655,weemack,15,298
205409,100656,kelly,211,2606
205410,100656,jack,149,1846
205411,100656,keough,136,1743
205412,100656,hector,111,1734
205413,100656,kelly (cont'd),22,469
205414,100656,kevin,20,178
205415,100656,bickerman,19,425
205416,100656,gare,16,184
205417,100656,jack (cont'd),13,184
205418,100657,riley,111,1698
205419,100657,cholo,69,1076
205420,100657,slack,38,412
205421,100657,kaufman,34,495
205422,100657,charlie,34,508
205423,100657,r,31,6
205424,100657,c,26,16
205425,100657,iley,20,291
205426,100657,s,17,126
205427,100658,larry crowne,239,2189
205428,100658,mercedes tainot,162,1895
205429,100658,talia,72,907
205430,100658,(then),65,1129
205431,100658,lamarr,40,438
205432,100658,dean tainot,35,494
205433,100658,frances taylor-briegh,27,351
205434,100658,strang,22,205
205435,100658,perry,19,147
205436,100659,hallenbeck,422,6122
205437,100659,jimmy,298,3859
205438,100659,milo,67,1039
205439,100659,marcon,51,915
205440,100659,darian,46,410
205441,100659,sarah,45,582
205442,100659,pablo,27,441
205443,100659,bessalo,22,418
205444,100659,male (v.o.),16,234
205445,100660,harvey,262,2182
205446,100660,kate,186,1369
205447,100660,harvey (cont'd),58,668
205448,100660,susan,30,169
205449,100660,kate (cont'd),27,350
205450,100660,oonagh,23,167
205451,100660,marvin,20,276
205452,100660,maggie,14,115
205453,100660,simon,13,102
205454,100661,cary,271,2667
205455,100661,nikki,242,2033
205456,100661,shep,173,1428
205457,100661,bill,168,1224
205458,100661,frink,56,373
205459,100661,francis,53,245
205460,100661,pedro,17,167
205461,100661,doctor,15,254
205462,100661,gentleman,12,53
205463,100662,hawkeye,146,3044
205464,100662,heyward,121,1726
205465,100662,cora,93,1351
205466,100662,munro,57,998
205467,100662,magua,51,1348
205468,100662,chingachgook,35,709
205469,100662,montcalm,32,807
205470,100662,uncas,30,568
205471,100662,alice,22,471
205472,100663,algren,264,3566
205473,100663,katsumoto,113,1891
205474,100663,omura,81,1484
205475,100663,graham,53,1399
205476,100663,bagley,45,1203
205477,100663,algren (v.o.),37,1147
205478,100663,gant,30,680
205479,100663,emperor,25,543
205480,100663,ka tsumoto,24,383
205481,100664,valentin,187,2221
205482,100664,sofya,166,2816
205483,100664,tolstoy,141,2416
205484,100664,chertkov,97,1600
205485,100664,sasha,78,946
205486,100664,masha,62,977
205487,100664,dushan,41,795
205488,100664,sergeyenko,18,262
205489,100664,andrey,9,78
205490,100665,jeanne,270,2844
205491,100665,paul,215,3419
205492,100665,paul (cont'd),85,1904
205493,100665,tom,77,863
205494,100665,jeanne (cont'd),51,730
205495,100665,rosa's mother,24,256
205496,100665,tom (cont'd),22,434
205497,100665,marcel,19,249
205498,100665,jeanne's mother,12,138
205499,100666,nick,231,3897
205500,100666,clyde,145,3235
205501,100666,cantrell,58,752
205502,100666,dunnigan,53,930
205503,100666,kell,40,619
205504,100666,sarah,31,542
205505,100666,davies,26,571
205506,100666,darby,26,501
205507,100666,emma,24,392
205508,100667,la marquise,226,4783
205509,100667,cesar,210,4046
205510,100667,amelie,132,1889
205511,100667,jean-jacques,104,1534
205512,100667,georges,80,1329
205513,100667,charlie,80,1398
205514,100667,diane,72,1027
205515,100667,cookie,56,616
205516,100667,m. patin,35,660
205517,100668,ben,212,2769
205518,100668,sera,181,2686
205519,100668,yuri,40,453
205520,100668,waitress,11,76
205521,100668,biker girl,7,95
205522,100668,conventioneer,7,83
205523,100668,barman,6,95
205524,100668,pretty woman,6,37
205525,100668,smallest college boy,6,39
205526,100669,elle,295,4955
205527,100669,emmett,66,660
205528,100669,donovan,49,699
205529,100669,warner,46,811
205530,100669,sarah,38,476
205531,100669,margot,31,404
205532,100669,brooke,29,373
205533,100669,serena,28,400
205534,100669,elle (cont'd),25,445
205535,100670,.,7,1274
205536,100670,133 deleted,1,0
205537,100670,125 deleted,1,0
205538,100670,tic: shhhhh!,1,0
205539,100670,116 deleted,1,0
205540,100670,74 deleted,1,0
205541,100670,135 deleted,1,0
205542,100670,4 deleted,1,0
205543,100670,112 deleted,1,0
205544,100671,charlie,93,1451
205545,100671,bob,92,1642
205546,100671,jeep,85,1538
205547,100671,michael,68,1377
205548,100671,kyle,67,1245
205549,100671,audrey,43,812
205550,100671,percy,38,657
205551,100671,sandra,35,627
205552,100671,(beat),18,613
205553,100672,emmet,276,3556
205554,100672,lucy,132,1939
205555,100672,doris,66,709
205556,100672,vitruvius,62,1078
205557,100672,black falcon,39,827
205558,100672,neckbeard,36,567
205559,100672,king karl,25,411
205560,100672,ted,22,232
205561,100672,benny,18,350
205562,100673,valjean,132,3020
205563,100673,marius,73,1184
205564,100673,javert,60,1752
205565,100673,thenardier,53,1646
205566,100673,fantine,40,855
205567,100673,enjolras,40,1150
205568,100673,eponine,36,745
205569,100673,cosette,32,696
205570,100673,gavroche,18,433
205571,100674,monsieur fernand,309,6853
205572,100674,raoul volfoni,83,2615
205573,100674,pascal,74,1963
205574,100674,maitre folace,72,1822
205575,100674,patricia,64,1393
205576,100674,théo,51,1215
205577,100674,antoine delafoy,50,1505
205578,100674,jean,43,821
205579,100674,paul volfoni,31,993
205580,100677,beck,140,2652
205581,100677,jones,112,2257
205582,100677,willie,86,1536
205583,100677,doc,65,1239
205584,100677,cobb,53,874
205585,100677,dejesus,52,1021
205586,100677,sixpack,35,695
205587,100677,bowman,27,425
205588,100677,martin,19,462
205589,100678,fletcher,342,4865
205590,100678,audrey,82,912
205591,100678,max,63,479
205592,100678,judge stevens,49,576
205593,100678,virginia,40,366
