character_id,movie_id,character_name,occourences,word_count
208000,100969,john,128,1636
208001,100969,doctor,37,424
208002,100969,dude,9,102
208003,100969,cytnhia,6,56
208004,100969,mr. miller,5,20
208005,100969,secretary,4,29
208006,100970,sarah,123,1385
208007,100970,lorna,114,1470
208008,100970,gwen,114,1145
208009,100970,todd,111,1302
208010,100970,josh,92,874
208011,100970,jerry,56,499
208012,100970,rosalie,53,515
208013,100970,terri,36,365
208014,100970,david,36,594
208015,100972,will,222,3356
208016,100972,viola,103,1647
208017,100972,henslowe,89,1322
208018,100972,fennyman,49,669
208019,100972,wessex,49,1036
208020,100972,burbage,26,372
208021,100972,alleyn,24,401
208022,100972,marlowe,22,166
208023,100972,nurse,22,217
208024,100973,alex,192,2057
208025,100973,juliet,144,808
208026,100973,david,131,920
208027,100973,hugo,28,168
208028,100973,mccall,17,185
208029,100973,lumsden,11,116
208030,100973,cameron,8,19
208031,100973,(voice-over),7,233
208032,100973,editor,5,52
208033,100974,brandon,191,1611
208034,100974,david,98,1085
208035,100974,sissy,85,748
208036,100974,marianne,63,507
208037,100974,sissy (cont'd),29,530
208038,100974,brandon (cont'd),26,392
208039,100974,david (cont'd),25,577
208040,100974,elizabeth,20,118
208041,100974,sissy (over),14,99
208042,100975,george,420,2961
208043,100975,jill,186,1256
208044,100975,jackie,183,1670
208045,100975,lester,155,1752
208046,100975,felicia,81,596
208047,100975,pope,45,364
208048,100975,lorna,31,224
208049,100975,lester (cont'd),29,429
208050,100975,george's voice,28,105
208051,100976,andy,171,3090
208052,100976,red (v.o.),140,4173
208053,100976,red,130,1991
208054,100976,norton,52,1309
208055,100976,heywood,44,559
208056,100976,hadley,36,903
208057,100976,tommy,29,533
208058,100976,brooks,21,544
208059,100976,d.a.,19,564
208060,100977,kirk,292,2987
208061,100977,stainer,133,1881
208062,100977,molly,126,1514
208063,100977,eric,43,519
208064,100977,patty,32,489
208065,100977,marnie,23,316
208066,100977,talon,22,234
208067,100977,stainer (cont'd),20,218
208068,100977,devon,19,125
208069,100978,holmes,298,7002
208070,100978,watson,186,2900
208071,100978,irene,74,1867
208072,100978,blackwood,43,1438
208073,100978,mary,23,288
208074,100978,lestrade,19,375
208075,100978,sir thomas,13,344
208076,100978,constable clark,12,313
208077,100978,lord coward,11,274
208078,100979,shifty,210,1881
208079,100979,chris,134,1052
208080,100979,a beat.,67,44
208081,100979,trevor,62,509
208082,100979,rez,48,465
208083,100979,glen,41,462
208084,100979,shifty (cont'd),37,493
208085,100979,jasmine,32,324
208086,100979,*,31,549
208087,100980,jack,230,2526
208088,100980,wendy,191,2084
208089,100980,danny,81,404
208090,100980,halloran,73,1123
208091,100980,ullman,62,968
208092,100980,grady,28,399
208093,100980,doctor,23,297
208094,100980,jack (off),20,203
208095,100980,ranger,20,369
208096,100981,quoyle,238,4708
208097,100981,wavey,122,2458
208098,100981,agnis,67,1445
208099,100981,bunny,55,1085
208100,100981,card,46,1133
208101,100981,jack,38,925
208102,100981,nutbeem,30,612
208103,100981,quoyle (v.o.),28,670
208104,100981,dennis,21,385
208105,100982,st. luc,61,1585
208106,100982,rollo,36,2284
208107,100982,tudor,26,1202
208108,100982,janine,24,1202
208109,100982,forsythe,23,920
208110,100982,betts,12,596
208111,100982,parkins,11,275
208112,100982,detective,11,140
208113,100982,mrs. wheatley,10,381
208114,100983,shrek,248,3037
208115,100983,donkey,204,3418
208116,100983,fiona,123,1538
208117,100983,farquaad,49,800
208118,100983,head guard,16,104
208119,100983,robin hood,10,135
208120,100983,gingerbread man,10,71
208121,100983,mirror,7,244
208122,100983,merry men,6,32
208123,100984,shrek,174,2916
208124,100984,donkey,87,1766
208125,100984,prince charming,75,1763
208126,100984,artie,71,1306
208127,100984,fiona,61,896
208128,100984,puss,41,717
208129,100984,(singing),31,657
208130,100984,merlin,30,628
208131,100984,snow white,21,270
208132,100985,macy,188,2008
208133,100985,matt,108,1696
208134,100985,reggie,90,903
208135,100985,alejandro,80,1652
208136,100985,alejandro (cont'd),40,1158
208137,100985,macy (cont'd),20,505
208138,100985,matt (cont'd),16,247
208139,100985,ted,16,198
208140,100985,jennings,15,384
208141,100986,miles,410,6141
208142,100986,jack,373,6034
208143,100986,maya,95,1541
208144,100986,stephanie,36,459
208145,100986,phyllis,19,402
208146,100986,gary,11,113
208147,100986,victoria,10,101
208148,100986,cammi,9,137
208149,100986,later --,9,183
208150,100987,hub,332,5239
208151,100987,elise,212,3151
208152,100987,frank,99,1421
208153,100987,devereaux,79,1745
208154,100987,samir,43,789
208155,100987,tina,18,272
208156,100987,danny,17,255
208157,100987,col. hardwick,10,120
208158,100987,mike,9,106
208159,100988,graham,235,4823
208160,100988,merrill,108,2046
208161,100988,morgan,87,1300
208162,100988,officer paski,47,1210
208163,100988,bo,34,350
208164,100988,tv anchor,9,305
208165,100988,crewcut guy,9,238
208166,100988,colleen,9,85
208167,100988,pharmacist,7,124
208168,100989,clarice,279,4945
208169,100989,dr. lecter,115,2647
208170,100989,crawford,91,2589
208171,100989,mr. gumb,28,464
208172,100989,catherine,26,447
208173,100989,chilton,23,797
208174,100989,ardelia,21,317
208175,100989,sgt. tate,19,451
208176,100989,brigham,12,374
208177,100990,marty,102,1186
208178,100990,uncle al,92,1702
208179,100990,jane,53,858
208180,100990,ext.  marty,21,393
208181,100990,lowe,20,614
208182,100990,haller,18,391
208183,100990,nan,16,387
208184,100990,tammy,15,154
208185,100990,andy,14,497
208186,100991,pat,540,5337
208187,100991,tiffany,258,2668
208188,100991,pat sr.,194,1974
208189,100991,ronnie,95,693
208190,100991,dolores,86,414
208191,100991,pat (cont'd),47,678
208192,100991,danny,41,425
208193,100991,dr. patel,39,488
208194,100991,randy,37,389
208195,100992,viktor,340,5088
208196,100992,elaine,129,1994
208197,100992,lainey,62,867
208198,100992,max,51,1085
208199,100992,simone,41,685
208200,100992,hal,37,391
208201,100992,hank,20,354
208202,100992,nicola,20,335
208203,100992,frank brand,19,261
208204,100993,hedra,261,6647
208205,100993,allison,240,4830
208206,100993,sam,55,882
208207,100993,mitchell,51,1158
208208,100993,graham,37,684
208209,100993,interior day,10,296
208210,100993,barbara,5,151
208211,100993,interior night,5,109
208212,100993,building manager,3,24
208213,100994,christy,373,6410
208214,100994,mother superior,133,2183
208215,100994,mary robert,78,850
208216,100994,eddie,75,1192
208217,100994,vince,70,1205
208218,100994,mary patrick,67,917
208219,100994,joey,50,731
208220,100994,mary lazarus,37,535
208221,100994,willy,24,383
208222,100995,ouisa,344,4556
208223,100995,flan,237,3142
208224,100995,paul,204,3885
208225,100995,elizabeth,40,592
208226,100995,geoffrey,37,491
208227,100995,rick,36,435
208228,100995,tess,28,393
208229,100995,larkin,26,226
208230,100995,dr. fine,23,390
208231,100996,malcolm,222,3903
208232,100996,cole,197,2434
208233,100996,lynn,86,1388
208234,100996,anna,26,633
208235,100996,mr. cunningham,21,379
208236,100996,stranger,13,193
208237,100996,tommy,11,193
208238,100996,mr. marschal,10,306
208239,100996,vincent,6,35
208240,100997,sam,200,3002
208241,100997,annie,197,3354
208242,100997,jonah,124,1217
208243,100997,becky,52,527
208244,100997,walter,48,602
208245,100997,barbara,22,363
208246,100997,victoria,21,273
208247,100997,jonah (v.o.),17,230
208248,100997,suzy,15,217
208249,100998,ichabod,302,6339
208250,100998,katrina,91,1584
208251,100998,baltus,30,770
208252,100998,brom,25,796
208253,100998,young masbath,23,473
208254,100998,philipse,17,642
208255,100998,high constable,13,202
208256,100998,killian,11,221
208257,100998,doctor lancaster,10,132
208258,100999,karl,216,3810
208259,100999,frank,137,2327
208260,100999,linda,81,1240
208261,100999,doyle,75,2062
208262,100999,woolridge,63,1286
208263,100999,vaughan,55,1082
208264,100999,bill,39,911
208265,100999,marsha,23,208
208266,100999,boy,13,93
208267,101000,bill,129,1069
208268,101000,starla,127,1195
208269,101000,grant,69,581
208270,101000,trevor,33,297
208271,101000,brenda,25,208
208272,101000,wally,25,265
208273,101000,kylie,22,157
208274,101000,margaret,22,179
208275,101000,jack,21,221
208276,101001,jamal,242,2724
208277,101001,prem,125,2226
208278,101001,salim,92,1780
208279,101001,latika,52,670
208280,101001,prem (cont'd),47,1183
208281,101001,inspector,40,534
208282,101001,jamal (cont'd),40,777
208283,101001,salim (cont'd),27,528
208284,101001,arvind,15,264
208285,101002,kate,352,4592
208286,101002,charlie,172,2290
208287,101002,kate (cont'd),53,966
208288,101002,mr. davies,49,759
208289,101002,principal barnes,41,644
208290,101002,charlie (cont'd),32,533
208291,101002,freda,18,244
208292,101002,owen,14,320
208293,101002,bartender,12,115
208294,101003,messner,75,1000
208295,101003,sykes,58,758
208296,101003,israel,49,671
208297,101003,watters,40,488
208298,101003,locke,38,922
208299,101003,carruthers,33,468
208300,101003,elmore,30,409
208301,101003,dupree,27,627
208302,101003,serna (v.o.),25,333
208303,101004,sol,100,1567
208304,101004,turkish,84,1268
208305,101004,vinny,80,1271
208306,101004,hands,71,990
208307,101004,tommy,67,746
208308,101004,btt,61,1106
208309,101004,brick top,50,1023
208310,101004,doug,36,524
208311,101004,micky,32,565
208312,101006,nels,170,2773
208313,101006,ishmael,150,2699
208314,101006,hooks,111,1650
208315,101006,ishmael (v.o.),105,3210
208316,101006,hatsue,88,1774
208317,101006,moran,70,1294
208318,101006,kabuo,69,1234
208319,101006,etta,30,450
208320,101006,whaley,18,201
208321,101007,eric,148,2652
208322,101007,snow white,127,2162
208323,101007,ravenna,99,1989
208324,101007,finn,57,809
208325,101007,william,43,719
208326,101007,beith,27,418
208327,101007,muir,19,363
208328,101007,duke hammond,18,339
208329,101007,gort,18,286
208330,101008,charlie,327,4821
208331,101008,harriet,175,2660
208332,101008,tony,100,1552
208333,101008,rose,60,887
208334,101008,stuart,29,858
208335,101008,may,22,388
208336,101008,captain,17,324
208337,101008,sherri,16,253
208338,101008,man,12,80
208339,101009,mark,370,3496
208340,101009,eduardo,294,2574
208341,101009,sean,140,1709
208342,101009,cameron,88,784
208343,101009,(beat),81,1007
208344,101009,divya,65,638
208345,101009,erica,60,513
208346,101009,tyler,58,406
208347,101009,(pause),49,421
208348,101010,kelvin,215,2378
208349,101010,rheya,136,1926
208350,101010,snow,79,1362
208351,101010,sartorius,41,886
208352,101010,int.  kelvin's room,40,667
208353,101010,gibarian,21,789
208354,101010,kelvin (v.o.),17,372
208355,101010,int.  corridor,5,107
208356,101010,ext.  solaris,5,24
208357,101011,sandra,72,2243
208358,101011,church,63,1112
208359,101011,rubrick,46,1411
208360,101011,mace,44,1494
208361,101011,sloan,36,638
208362,101011,mekum,33,911
208363,101011,todd,26,407
208364,101011,slade,25,583
