character_id,movie_id,character_name,occourences,word_count
207000,100852,maddy,24,320
207001,100852,arthur,20,596
207002,100853,lilly,108,2284
207003,100853,silus,87,1572
207004,100853,jones,68,1390
207005,100853,edgar,50,1589
207006,100853,augustus,33,880
207007,100853,freddy,15,436
207008,100853,frank,14,226
207009,100853,dominic,13,307
207010,100853,professor liepsky,11,315
207011,100854,butch,273,4900
207012,100854,red,173,2889
207013,100854,phillip,114,960
207014,100854,sally,96,1225
207015,100854,adler,65,1067
207016,100854,jerry,50,905
207017,100854,suttle,19,227
207018,100854,lottie,17,249
207019,100854,hendricks,17,182
207020,100855,charlie,197,2288
207021,100855,patrick,102,1948
207022,100855,sam,95,1467
207023,100855,charlie (v.o.),56,1884
207024,100855,mary elizabeth,49,763
207025,100855,candace,19,289
207026,100855,bill,18,320
207027,100855,father,15,261
207028,100855,patrick (cont'd),14,302
207029,100856,louis,220,3056
207030,100856,jud,130,2572
207031,100856,rachel,74,961
207032,100856,ellie,71,898
207033,100856,ext.  louis,38,596
207034,100856,pascow,23,389
207035,100856,int.  louis,14,343
207036,100856,gage,10,128
207037,100856,irwin,9,215
207038,100857,chase,94,1768
207039,100857,geoff,87,1358
207040,100857,drew,66,1425
207041,100857,gus,65,2006
207042,100857,clyde,47,1666
207043,100857,renee,27,775
207044,100857,marjorie,23,489
207045,100857,amanda,22,632
207046,100857,yolander,8,284
207047,100858,archie,264,2479
207048,100858,petulia,199,2474
207049,100858,david,54,824
207050,100858,0,40,388
207051,100858,polo,34,439
207052,100858,â¢,31,248
207053,100858,barney,24,249
207054,100858,mike,22,175
207055,100858,wilma,18,247
207056,100859,andrew,232,3056
207057,100859,joe,195,2833
207058,100859,wheeler,45,939
207059,100859,miguel,44,622
207060,100859,belinda,40,518
207061,100859,seidman,31,419
207062,100859,andrew (cont.),27,577
207063,100859,kenton,26,205
207064,100859,judge garnett,24,473
207065,100860,stu,410,4924
207066,100860,voice,283,4538
207067,100860,ramey,77,1012
207068,100860,leon,33,448
207069,100860,mavis' voice,31,250
207070,100860,felicia,29,464
207071,100860,kelly's voice,25,203
207072,100860,mario,17,138
207073,100860,sergeant,16,192
207074,100861,max,228,1941
207075,100861,lenny meyer,67,839
207076,100861,sol,52,897
207077,100861,marcy dawson,42,950
207078,100861,max (v.o.),20,881
207079,100861,rav cohen,14,466
207080,100861,devi,14,125
207081,100861,devi (o.s.),11,64
207082,100861,jenna,10,72
207083,100862,szpilman,152,1680
207084,100862,henryk,46,811
207085,100862,dorota,30,420
207086,100862,father,30,734
207087,100862,mother,25,265
207088,100862,halina,19,273
207089,100862,jehuda,19,490
207090,100862,regina,17,290
207091,100862,michal,14,323
207092,100863,stewart,111,4644
207093,100863,baines,89,4446
207094,100863,flora,74,3666
207095,100863,aunt morag,36,1212
207096,100863,subtitled,22,531
207097,100863,hira,18,743
207098,100863,unsubtitled,12,215
207099,100863,nessie,10,163
207100,100863,big sister,8,186
207101,100864,dale,303,3163
207102,100864,saul,264,3036
207103,100864,red,52,783
207104,100864,saul (cont'd),35,365
207105,100864,angie,30,290
207106,100864,dale (cont'd),22,235
207107,100864,matheson,18,109
207108,100864,budlofsky,18,112
207109,100864,ted,17,272
207110,100865,jack,162,3169
207111,100865,elizabeth,95,1473
207112,100865,will,90,1455
207113,100865,barbossa,72,1670
207114,100865,norrington,59,1230
207115,100865,jack (cont'd),40,1099
207116,100865,gibbs,31,778
207117,100865,barbossa (cont'd),22,759
207118,100865,murtogg,22,153
207119,100866,jack sparrow,193,2373
207120,100866,will turner,131,1234
207121,100866,elizabeth swann,91,851
207122,100866,gibbs,82,874
207123,100866,davy jones,45,601
207124,100866,pintel,37,319
207125,100866,ragetti,28,308
207126,100866,norrington,28,374
207127,100866,tia dalma,26,416
207128,100867,fry,195,2272
207129,100867,johns,129,1697
207130,100867,riddick,119,1884
207131,100867,imam,51,757
207132,100867,paris,43,556
207133,100867,audrey,32,400
207134,100867,shazza,22,396
207135,100867,owens,16,219
