character_id,movie_id,character_name,occourences,word_count
200000,100000,kat,218,1872
200001,100000,patrick,184,1317
200002,100000,bianca,131,1254
200003,100000,cameron,104,796
200004,100000,michael,89,914
200005,100000,joey,62,506
200006,100000,walter,54,462
200007,100000,mandella,40,361
200008,100000,miss perky,19,219
200009,100001,music:,2,3
200010,100001,music starts,2,0
200011,100001,music stops,2,0
200012,100001,writers,1,1
200013,100001,sfx: thunder,1,0
200014,100001,music restarts,1,0
200015,100001,genres,1,1
200016,100002,jacob,141,1282
200017,100002,malee,101,1055
200018,100002,leonard,84,840
200019,100002,kenny,58,585
200020,100002,grace,52,515
200021,100002,gus,51,506
200022,100002,ashley,36,378
200023,100002,yacco,35,342
200024,100002,rudy,34,364
200025,100003,cole,220,4496
200026,100003,railly,176,3272
200027,100003,jeffrey,62,1874
200028,100003,astrophysicist,22,236
200029,100003,fale,19,349
200030,100003,dr. fletcher,14,247
200031,100003,botanist,13,153
200032,100003,dr. mason,12,558
200033,100003,microbiologist,12,185
200034,100004,solomon,183,2427
200035,100004,epps,82,1516
200036,100004,ford,28,696
200037,100004,bass,27,437
200038,100004,brown,25,467
200039,100004,mistress epps,23,332
200040,100004,celeste,22,344
200041,100004,epps (cont'd),22,645
200042,100004,hamilton,22,346
200043,100005,aron,97,2651
200044,100005,aron (cont'd),55,1454
200045,100005,megan,20,143
200046,100005,kristi,20,198
200047,100005,rana,9,176
200048,100005,title:,7,0
200049,100005,intercut with:,7,0
200050,100005,video:,6,0
200051,100005,erik,5,156
200052,100006,columbus,248,4454
200053,100006,sanchez,45,822
200054,100006,marchena,35,497
200055,100006,isabel,31,357
200056,100006,pinzon,29,718
200057,100006,arojaz,23,367
200058,100006,fernando,22,319
200059,100006,moxica,19,389
200060,100006,utapan,16,293
200061,100007,jordy,163,2376
200062,100007,eddie,146,2273
200063,100007,emil,120,2206
200064,100007,nicolette,50,686
200065,100007,oleg,49,794
200066,100007,daphne,39,599
200067,100007,hawkins,37,601
200068,100007,korfin,32,383
200069,100007,leon,31,468
200070,100008,mike,252,2493
200071,100008,ed,112,1341
200072,100008,alex,70,641
200073,100008,scarlet,61,614
200074,100008,maggie,41,362
200075,100008,julie,32,401
200076,100008,mike (cont'd),30,318
200077,100008,stan,23,194
200078,100008,coach harvey,18,188
200079,100009,genres,1,1
200080,100009,writers,1,1
200081,100010,bowman,82,882
200082,100010,floyd,79,1131
200083,100010,poole,68,770
200084,100010,hal,64,923
200085,100010,pilot,19,343
200086,100010,narrator,14,613
200087,100010,child,13,59
200088,100010,smyslov,13,228
200089,100010,elena,12,158
200090,100011,jackson,105,855
200091,100011,adrian,80,844
200092,100011,kate,46,347
200093,100011,anheuser,40,427
200094,100011,gordon,31,288
200095,100011,noah,29,183
200096,100011,laura,23,212
200097,100011,yuri,22,165
200098,100011,adrian (cont'd),21,274
200099,100012,monty,201,0
200100,100012,jakob,105,0
200101,100012,slattery,87,0
200102,100012,naturelle,52,0
200103,100012,mary,50,0
200104,100012,kostya,47,0
200105,100012,monty (cont'd),37,0
200106,100012,mr. brogan,27,0
200107,100012,mont y,25,0
200108,100013,selena,125,1536
200109,100013,jim,121,1437
200110,100013,frank,69,969
200111,100013,henry,46,1100
200112,100013,hannah,36,448
200113,100013,mitchell,25,676
200114,100013,mark,16,326
200115,100013,jones,16,145
200116,100013,scientist,13,214
200117,100014,will,303,5501
200118,100014,chet,196,3043
200119,100014,dwayne,184,4212
200120,100014,jay,61,822
200121,100014,kate,38,538
200122,100014,vaughn,28,590
200123,100014,juicy,17,338
200124,100014,major,16,429
200125,100014,(beat),16,344
200126,100015,rickey,178,3917
200127,100015,jack,173,2062
200128,100015,rachel,94,1077
200129,100015,smith,57,868
200130,100015,durocher,30,607
200131,100015,reese,25,411
200132,100015,parrott,24,340
200133,100015,walker,22,257
200134,100015,branca,17,228
200135,100016,archie,146,1962
200136,100016,mal,122,1727
200137,100016,omp,111,2320
200138,100016,colin,94,3043
200139,100016,meredith,94,1571
200140,100016,liz,40,417
200141,100016,colin (cont'd),15,1516
200142,100016,meredith (cont'd),13,413
200143,100016,(more),10,48
200144,100017,cates,336,5151
200145,100017,hammond,234,4359
200146,100017,elaine,72,966
200147,100017,ganz,67,1063
200148,100017,transition.,33,77
200149,100017,luther,27,317
200150,100017,haden,24,465
200151,100017,kehoe,21,349
200152,100017,billy,19,272
200153,100018,adam,329,3736
200154,100018,katie,85,1055
200155,100018,seth,77,1366
200156,100018,rachel,69,772
200157,100018,edith,45,790
200158,100018,adam (cont'd),35,650
200159,100018,seth (cont'd),18,216
200160,100018,phil,15,124
200161,100018,(beat),14,239
200162,100019,tom,406,3367
200163,100019,summer,223,1606
200164,100019,mckenzie,74,488
200165,100019,paul,47,429
200166,100019,rachel,42,307
200167,100019,(beat),40,218
200168,100019,tom (v.o.),35,378
200169,100019,girl,23,159
200170,100019,narrator,18,250
200171,100021,welles,338,6178
200172,100021,max,58,1134
200173,100021,eddie,53,1254
200174,100021,dino velvet,52,1346
200175,100021,amy,38,342
200176,100021,mrs mathews,36,562
200177,100021,longdale,32,423
200178,100021,mary's voice,21,898
200179,100021,eddie (v.o.),16,198
200180,100022,9,41,300
200181,100022,1,28,302
200182,100022,5,22,152
200183,100022,(cont'd),18,165
200184,100022,7,17,107
200185,100022,9 (cont'd),12,81
200186,100022,6,10,57
200187,100022,2 (cont'd),8,38
200188,100022,1 (cont'd),7,57
200189,100023,kaffee,556,8468
200190,100023,jo,209,2903
200191,100023,ross,129,2169
200192,100023,jessep,107,2452
200193,100023,sam,87,1115
200194,100023,dawson,54,644
200195,100023,randolph,49,665
200196,100023,kendrick,35,385
200197,100023,downey,32,423
200198,100024,abel,405,5766
200199,100024,anna,153,2116
200200,100024,andrew walsh,126,1284
200201,100024,a.d.a. lawrence,62,811
200202,100024,abel (cont'd),57,1244
200203,100024,julian,41,591
200204,100024,peter forente,37,550
200205,100024,bill o'leary,36,482
200206,100024,arnold kline,22,172
200207,100025,billy,156,2496
200208,100025,nan,42,778
200209,100025,jom,28,558
200210,100025,kiaw,14,181
200211,100025,dr. adi,12,141
200212,100025,elyias,10,219
200213,100025,tiffany,9,185
200214,100025,beat.,8,0
200215,100025,smash to:,7,0
200216,100026,lee (signing),13,307
200217,100026,lee,11,58
200218,100026,evelyn (cont'd),9,124
200219,100026,marcus (signing),8,213
200220,100026,evelyn,8,116
200221,100026,regan (signing),7,50
200222,100026,black,4,14
200223,100026,daughter (signing),3,129
200224,100026,contraction!!!,3,128
200225,100027,bob arctor,231,2951
200226,100027,jim barris,127,2219
200227,100027,fred,100,1264
200228,100027,ernie luckman,84,1452
200229,100027,donna hawthorne,79,1544
200230,100027,charles freck,74,1282
200231,100027,hank,63,1027
200232,100027,kimberly,14,265
200233,100027,mike,14,248
200234,100028,larry,330,5005
200235,100028,danny,48,654
200236,100028,don,38,739
200237,100028,arthur,33,315
200238,100028,voice,30,377
200239,100028,sy,27,368
200240,100028,sarah,27,289
200241,100028,judy,24,277
200242,100028,judith,22,226
200243,100030,nico,207,4049
200244,100030,jackson,49,750
200245,100030,zagon,40,1483
200246,100030,fox,38,750
200247,100030,lukich,19,266
200248,100030,branca,16,289
200249,100030,father genarro,15,212
200250,100030,watanabe,12,283
200251,100030,salvano,9,155
200252,100031,luther,108,2003
200253,100031,seth,98,1570
200254,100031,kate,55,807
200255,100031,richmond,40,1071
200256,100031,russell,39,611
200257,100031,walter sullivan,34,659
200258,100031,burton,31,561
200259,100031,collin,15,127
200260,100031,laura,11,135
200261,100032,bud,179,3872
200262,100032,lindsey,163,4013
200263,100032,hippy,55,1020
200264,100032,coffey,46,1230
200265,100032,catfish,40,1017
200266,100032,one night,32,409
200267,100032,monk,28,708
200268,100032,jammer,15,478
200269,100032,sonny,12,300
200270,100033,genres,1,1
200271,100033,writers,1,1
200272,100034,kaufman,242,3703
200273,100034,orlean,99,1605
200274,100034,laroche,92,2738
200275,100034,donald,77,1557
200276,100034,kaufman (v.o.),33,1165
200277,100034,alice,23,280
200278,100034,mckee,22,845
200279,100034,orlean (v.o.),21,643
200280,100034,valerie,20,232
200281,100035,gomez,64,1043
200282,100035,morticia,60,737
200283,100035,fester,34,432
200284,100035,abigail,33,526
200285,100035,tully,18,239
200286,100035,pugsley,15,194
200287,100035,wednesday,14,113
200288,100035,granny,12,159
200289,100035,margaret,7,53
200290,100036,david,342,4006
200291,100036,elise,143,1376
200292,100036,harry,66,1163
200293,100036,richardson,62,972
200294,100036,woman,49,628
200295,100036,charlie,43,545
200296,100036,thompson,32,730
200297,100036,(beat),31,585
200298,100036,mccrady,22,277
200299,100037,buckaroo banzai,154,2333
200300,100037,perfect tommy,56,661
200301,100037,penny priddy,54,912
200302,100037,rawhide,41,742
200303,100037,secretary of defense,38,980
200304,100037,reno,36,424
200305,100037,prof. hikita,34,435
200306,100037,doctor lizardo,26,504
200307,100037,president widmark,22,341
200308,100038,wade,312,5027
200309,100038,jack,67,1012
200310,100038,margie,57,723
200311,100038,lariviere,54,751
200312,100038,jill,50,464
200313,100038,pop,42,725
200314,100038,rolfe,28,387
200315,100038,twombley,20,208
200316,100038,nick,19,311
200317,100039,deacon,296,3254
