character_id,movie_id,character_name,occourences,word_count
209000,101086,2.,1,0
209001,101086,fade in:,1,0
209002,101086,3.,1,0
209003,101086,5.,1,0
209004,101086,4.,1,0
209005,101086,6.,1,0
209006,101086,7.,1,0
209007,101087,kenny,183,3901
209008,101087,the president,128,2577
209009,101087,bobby,79,1420
209010,101087,mcnamara,36,867
209011,101087,general taylor,27,783
209012,101087,ecker,23,382
209013,101087,rusk,22,567
209014,101087,bundy,22,459
209015,101087,mccone,21,565
209016,101088,toby,262,4002
209017,101088,caroline,189,3503
209018,101088,dwight,160,4546
209019,101088,arthur,33,606
209020,101088,pearl,15,315
209021,101088,norma,12,218
209022,101088,terry taylor,9,152
209023,101088,jerry,8,113
209024,101088,dwight (o.s.),7,128
209025,101089,genres,1,1
209026,101089,writers,1,1
209027,101090,thor,175,2747
209028,101090,jane,125,1774
209029,101090,loki,92,1937
209030,101090,selvig,69,1093
209031,101090,volstagg,61,1006
209032,101090,fandral,49,788
209033,101090,odin,48,1038
209034,101090,sif,45,896
209035,101090,darcy,38,520
209036,101091,thor,299,4233
209037,101091,loki,73,1047
209038,101091,valkyrie,65,967
209039,101091,banner,64,650
209040,101091,thor (cont'd),53,1106
209041,101091,hulk,39,382
209042,101091,grandmaster,36,770
209043,101091,hela,35,685
209044,101091,korg,27,665
209045,101092,archie gates,263,3468
209046,101092,troy,228,2245
209047,101092,doc,115,995
209048,101092,vig,110,1217
209049,101092,interrogator,61,1065
209050,101092,general horn,33,457
209051,101092,bill smithson,29,262
209052,101092,imam,29,323
209053,101092,walter,29,269
209054,101093,epps,318,7567
209055,101093,jaeger,308,5534
209056,101093,wes,213,3341
209057,101093,epps(cont),52,2247
209058,101093,fade to:,33,80
209059,101093,jaeger(cont),30,431
209060,101093,wes(cont),20,623
209061,101093,black,12,0
209062,101093,jager,7,277
209063,101094,peter,336,5571
209064,101094,michael,254,3829
209065,101094,jack,210,3897
209066,101094,sylvia,42,768
209067,101094,graton,29,555
209068,101094,punk #1,27,338
209069,101094,paul,25,241
209070,101094,agent #1,22,320
209071,101094,store clerk,18,188
209072,101095,d'artagnan,195,2459
209073,101095,athos,119,2198
209074,101095,porthos,108,2233
209075,101095,aramis,96,1419
209076,101095,richelieu,95,1844
209077,101095,milady,66,1385
209078,101095,rochefort,52,1113
209079,101095,anne,45,540
209080,101095,louis,39,769
209081,101096,alan,168,2108
209082,101096,fermat,120,1160
209083,101096,jeff,106,1239
209084,101096,lady penelope,70,915
209085,101096,the hood,60,1243
209086,101096,tintin,52,399
209087,101096,parker,47,643
209088,101096,mullion,36,611
209089,101096,brains,34,359
209090,101097,ray,271,5552
209091,101097,crow horse,140,4009
209092,101097,cooch,138,3895
209093,101097,maggie,27,945
209094,101097,yellow bird,22,598
209095,101097,radio,16,440
209096,101097,tully,13,250
209097,101097,sherman,11,158
209098,101097,clear moon,11,343
209099,101098,reilly,169,1047
209100,101098,glass,102,1207
209101,101098,t.j.,46,300
209102,101098,winters,41,415
209103,101098,pooch,36,260
209104,101098,swan,20,108
209105,101098,mary,18,109
209106,101098,rice,17,172
209107,101098,pluchinsky,15,154
209108,101099,mike,199,2700
209109,101099,sheryl,147,1859
209110,101099,ida,93,2292
209111,101099,clyde,76,1766
209112,101099,brody,30,442
209113,101099,sam,20,384
209114,101099,evelyn,18,308
209115,101099,darryl,18,292
